Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Бирючева,Кристина,жен,59,157,Омск,конструктор,60000,нет
Бит-бунова,Дарья,жен,57,161,Уфа,инженер,700000,да
Битиева,Дарья,жен,34,187,Мурманск,инженер,500000,нет
Битхамов,Василий,муж,27,158,Владимир,кондитер,600000,нет
Бицоева,Мария,жен,59,166,Казань,ведущий инженер,25000,да
Бичаров,Антон,муж,43,164,Калининград,кондитер,50000,да
Благовестникова,Юлия,жен,27,167,Москва,инженер,70000,нет
Благодарова,Анна,жен,43,185,Рязань,ведущий инженер,300000,нет
Благонадежина,Кристина,жен,41,167,Калининград,кондитер,45000,да
Блашенков,Максим,муж,40,186,Калининград,директор предприятия,40000,да
Блеверова,Анна,жен,47,189,Ачинск,руководитель группы,40000,да
Ближникова,Диана,жен,57,181,Владимир,инженер,90000,нет
Бликова,Юлия,жен,31,169,Ачинск,бухгалтер,50000,нет
Блинников,Сергей,муж,43,171,Мурманск,учитель,200000,нет
Блистовцев,Александр,муж,56,159,Казань,конструктор,150000,нет
Блюденов,Василий,муж,49,187,Ачинск,конструктор,200000,нет
Блющицина,Анастасия,жен,28,186,Санкт-Петербург,ведущий инженер,80000,нет
Бнатова,Анна,жен,50,156,Рязань,инженер,90000,нет
Бобарыкина,Анна,жен,23,168,Рязань,инженер,800000,да
Бобнеева,Диана,жен,48,167,Мурманск,кондитер,400000,нет
Боборев,Андрей,муж,38,172,Казань,инженер,30000,нет
Бобренева,Дарья,жен,57,178,Казань,директор предприятия,80000,да
Бовалкина,Марина,жен,19,160,Омск,учитель,20000,да
Богатинкова,Ольга,жен,24,174,Владимир,конструктор,80000,нет
Богданов,Василий,муж,24,175,Рязань,бухгалтер,35000,нет
Богдашева,Евгения,жен,33,168,Рязань,кондитер,700000,нет
Боговеева,Евгения,жен,26,170,Москва,бухгалтер,600000,да
Богомалов,Михаил,муж,20,174,Москва,директор предприятия,20000,нет
Богомягкова,Анастасия,жен,21,177,Санкт-Петербург,ведущий инженер,200000,да
Богранчиков,Андрей,муж,34,166,Москва,инженер,700000,нет
Бодаров,Александр,муж,34,169,Ачинск,конструктор,30000,нет
Бодорева,Дарья,жен,49,185,Омск,учитель,350000,да
Бодюкова,Ольга,жен,43,185,Уфа,конструктор,80000,да
Бозанов,Василий,муж,36,180,Москва,конструктор,200000,нет
Бокатов,Антон,муж,41,183,Москва,бухгалтер,70000,да
Бокурцев,Никита,муж,53,179,Москва,инженер,80000,нет
Болатов,Пётр,муж,23,180,Казань,учитель,150000,да
Болгаров,Максим,муж,19,172,Уфа,ведущий инженер,70000,да
Болдецов,Пётр,муж,31,155,Ачинск,бухгалтер,900000,да
Болдыжева,Дарья,жен,27,165,Казань,инженер,900000,нет
Болова,Дарья,жен,39,186,Казань,кондитер,800000,нет
Болозина,Дарья,жен,58,176,Санкт-Петербург,директор предприятия,800000,нет
Болонов,Александр,муж,31,182,Уфа,учитель,100000,да
Болтенкова,Диана,жен,34,184,Ачинск,конструктор,50000,нет
Болуева,Ольга,жен,22,173,Калининград,бухгалтер,90000,нет
Болышев,Александр,муж,29,167,Москва,директор предприятия,30000,нет
Большанова,Диана,жен,38,168,Омск,директор предприятия,500000,нет
Боляскина,Ольга,жен,31,176,Владимир,кондитер,25000,нет
Бонапартов,Сергей,муж,23,173,Мурманск,кондитер,500000,да
Бордачев,Александр,муж,46,172,Санкт-Петербург,конструктор,25000,нет
Бординова,Марина,жен,49,178,Санкт-Петербург,директор предприятия,400000,да
Бордякова,Евгения,жен,35,166,Омск,руководитель группы,250000,да
Борзднов,Александр,муж,42,182,Санкт-Петербург,инженер,35000,да
Борзов,Максим,муж,23,173,Калининград,руководитель группы,90000,да
Борихина,Анастасия,жен,33,182,Ачинск,бухгалтер,100000,да
Бормосева,Кристина,жен,50,186,Уфа,учитель,45000,да
Борнатов,Михаил,муж,26,186,Уфа,кондитер,30000,нет
Боровцова,Диана,жен,19,170,Омск,учитель,50000,да
Бороздинов,Сергей,муж,31,166,Рязань,ведущий инженер,50000,да
Боронихина,Анастасия,жен,33,188,Калининград,бухгалтер,50000,да
