Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Берстенев,Андрей,муж,55,168,Калининград,бухгалтер,250000,да
Берюзова,Ольга,жен,34,179,Омск,ведущий инженер,25000,да
Бескибалова,Анна,жен,31,171,Санкт-Петербург,конструктор,350000,нет
Бесогонова,Юлия,жен,54,182,Москва,учитель,45000,нет
Бесполитов,Михаил,муж,18,188,Калининград,бухгалтер,20000,нет
Бессолицына,Евгения,жен,35,171,Омск,учитель,90000,да
Бестандишев,Никита,муж,58,187,Рязань,руководитель группы,80000,да
Бетов,Никита,муж,45,179,Уфа,руководитель группы,30000,да
Бехтев,Александр,муж,25,176,Санкт-Петербург,директор предприятия,500000,да
Бибяев,Андрей,муж,26,188,Мурманск,директор предприятия,25000,нет
Бигулов,Антон,муж,46,184,Уфа,бухгалтер,500000,да
Бидина,Диана,жен,29,156,Ачинск,ведущий инженер,40000,да
Бижанова,Анастасия,жен,23,174,Калининград,руководитель группы,80000,да
Бижонова,Дарья,жен,31,180,Москва,бухгалтер,70000,нет
Бикбов,Александр,муж,41,187,Уфа,конструктор,90000,нет
Биктеева,Мария,жен,44,169,Омск,ведущий инженер,250000,нет
Бикчурова,Кристина,жен,31,169,Ачинск,инженер,90000,да
Билалов,Пётр,муж,30,160,Уфа,ведущий инженер,35000,да
Биляндинова,Анастасия,жен,25,175,Уфа,руководитель группы,700000,да
Биляпетдинов,Сергей,муж,44,187,Санкт-Петербург,инженер,80000,да
Биндусов,Василий,муж,44,176,Калининград,кондитер,700000,нет
Бирева,Юлия,жен,19,187,Омск,учитель,30000,нет
Биркалова,Анна,жен,52,175,Калининград,кондитер,25000,да
Бирман-таланова,Анна,жен,51,156,Казань,инженер,400000,да
Биряев,Антон,муж,41,177,Калининград,кондитер,70000,нет
Бисиринкина,Мария,жен,52,188,Омск,директор предприятия,500000,нет
Битиева,Юлия,жен,31,166,Казань,конструктор,350000,да
Битулева,Юлия,жен,24,155,Омск,кондитер,90000,нет
Битюкова,Ольга,жен,39,168,Казань,конструктор,40000,да
Биюсов,Михаил,муж,38,155,Казань,бухгалтер,300000,нет
Благовестнов,Никита,муж,28,160,Омск,руководитель группы,400000,нет
Благодов,Пётр,муж,59,157,Рязань,ведущий инженер,50000,нет
Благосветлова,Марина,жен,37,174,Омск,кондитер,900000,да
Блажина,Анна,жен,50,170,Казань,кондитер,300000,нет
Блахина,Марина,жен,59,176,Ачинск,руководитель группы,45000,да
Блеялкина,Мария,жен,36,182,Мурманск,учитель,50000,нет
Блистунов,Михаил,муж,18,163,Санкт-Петербург,конструктор,35000,да
Блохина,Дарья,жен,28,180,Москва,кондитер,45000,да
Блудкова,Мария,жен,43,158,Казань,кондитер,350000,да
Блюденов,Василий,муж,29,171,Уфа,учитель,40000,да
Бляшов,Сергей,муж,59,182,Уфа,учитель,350000,да
Бобела,Кристина,жен,53,187,Омск,руководитель группы,30000,нет
Бобинова,Ольга,жен,37,188,Санкт-Петербург,кондитер,25000,нет
Боболев,Михаил,муж,54,160,Уфа,конструктор,45000,да
Бобренкова,Юлия,жен,32,157,Санкт-Петербург,конструктор,250000,да
Бобырева,Анастасия,жен,44,166,Казань,кондитер,60000,да
Богаева,Юлия,жен,37,165,Владимир,ведущий инженер,800000,да
Богатырева,Мария,жен,43,185,Владимир,бухгалтер,300000,нет
Богаченков,Андрей,муж,23,178,Омск,ведущий инженер,500000,да
Боговаров,Андрей,муж,48,188,Москва,учитель,300000,нет
Боголюбов,Антон,муж,19,174,Москва,учитель,60000,да
Богоненков,Никита,муж,18,182,Казань,конструктор,400000,нет
Богудинова,Ольга,жен,40,164,Казань,кондитер,40000,нет
Боданев,Максим,муж,52,187,Санкт-Петербург,конструктор,700000,нет
Бодрашов,Андрей,муж,35,187,Ачинск,руководитель группы,80000,нет
Бодрышев,Александр,муж,22,164,Рязань,инженер,90000,нет
Божбина,Дарья,жен,31,176,Рязань,учитель,350000,нет
