Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Белашова,Анна,жен,58,165,Рязань,бухгалтер,200000,да
Белевикина,Ольга,жен,20,157,Уфа,кондитер,100000,нет
Белобородова,Анна,жен,31,183,Уфа,директор предприятия,35000,нет
Белобрыкина,Анастасия,жен,29,171,Москва,инженер,500000,да
Белогородцева,Мария,жен,33,189,Ачинск,ведущий инженер,60000,да
Белозоров,Василий,муж,58,182,Мурманск,бухгалтер,900000,нет
Белоклокова,Юлия,жен,33,164,Санкт-Петербург,инженер,60000,нет
Белокрылова,Ольга,жен,51,164,Мурманск,бухгалтер,100000,нет
Белолапотков,Максим,муж,22,167,Москва,руководитель группы,40000,нет
Беломыльцева,Ольга,жен,49,173,Ачинск,учитель,60000,нет
Белоножка,Диана,жен,58,186,Рязань,кондитер,45000,да
Белослудцев,Андрей,муж,54,176,Рязань,бухгалтер,25000,нет
Белотуров,Сергей,муж,34,183,Калининград,инженер,350000,да
Белоярцева,Юлия,жен,50,165,Омск,директор предприятия,35000,да
Белуха,Юлия,жен,32,166,Ачинск,руководитель группы,200000,да
Белышкина,Марина,жен,20,171,Омск,конструктор,200000,да
Бельчихина,Марина,жен,27,177,Калининград,ведущий инженер,35000,да
Белюкина,Мария,жен,58,185,Ачинск,инженер,200000,да
Беляевскова,Марина,жен,52,161,Калининград,учитель,250000,нет
Беляндиков,Михаил,муж,50,189,Омск,руководитель группы,200000,нет
Белянова,Мария,жен,43,184,Омск,руководитель группы,500000,нет
Бендрышев,Александр,муж,57,171,Омск,конструктор,50000,да
Беняминова,Юлия,жен,21,162,Уфа,ведущий инженер,150000,нет
Бергальцов,Александр,муж,48,159,Ачинск,конструктор,50000,да
Бердасов,Александр,муж,18,155,Москва,конструктор,50000,нет
Бердасов,Александр,муж,38,183,Ачинск,руководитель группы,70000,нет
Берднева,Евгения,жен,28,158,Санкт-Петербург,руководитель группы,900000,да
Бердыгулов,Никита,муж,25,162,Москва,директор предприятия,300000,да
Берегова,Дарья,жен,23,185,Владимир,конструктор,60000,да
Береза,Юлия,жен,25,173,Уфа,руководитель группы,35000,да
Березенкина,Ольга,жен,59,181,Мурманск,ведущий инженер,25000,нет
Берестенникова,Юлия,жен,57,172,Рязань,ведущий инженер,200000,да
Берисова,Диана,жен,32,155,Москва,бухгалтер,25000,да
Беркульцева,Евгения,жен,51,179,Рязань,кондитер,80000,да
Бернес-бодрова,Анна,жен,54,155,Уфа,кондитер,50000,да
Берняков,Никита,муж,55,179,Омск,учитель,200000,нет
Берстнев,Антон,муж,52,181,Омск,кондитер,20000,нет
Беседина,Евгения,жен,26,179,Калининград,директор предприятия,900000,да
Бескаев,Василий,муж,24,160,Мурманск,руководитель группы,700000,нет
Бескина,Кристина,жен,43,162,Рязань,конструктор,80000,да
Бесолова,Дарья,жен,34,155,Рязань,руководитель группы,100000,да
Бесполов,Сергей,муж,21,155,Калининград,ведущий инженер,50000,да
Бессеменова,Диана,жен,20,181,Мурманск,инженер,50000,да
Бесхохлов,Александр,муж,39,175,Омск,кондитер,70000,нет
Бехбудов,Никита,муж,43,157,Омск,инженер,350000,да
Бечеверова,Диана,жен,20,176,Рязань,руководитель группы,50000,нет
Бешкова,Юлия,жен,36,166,Санкт-Петербург,инженер,60000,да
Бжалава,Евгения,жен,58,164,Рязань,инженер,40000,нет
Бибичков,Пётр,муж,44,178,Ачинск,учитель,50000,нет
Бибулатова,Юлия,жен,47,186,Санкт-Петербург,ведущий инженер,200000,нет
Бигинина,Мария,жен,30,155,Санкт-Петербург,кондитер,45000,да
Бидевкина,Ольга,жен,43,189,Москва,руководитель группы,900000,да
Биза,Диана,жен,42,165,Калининград,конструктор,50000,да
Бизяев,Антон,муж,25,180,Омск,инженер,350000,да
Бикбова,Мария,жен,53,184,Рязань,кондитер,400000,нет
Бикмаметова,Ольга,жен,45,176,Казань,кондитер,200000,да
